["Abbeville County, South Carolina","20525","1553","45","001"],
["Acadia Parish, Louisiana","46208","2477","22","001"],
["Accomack County, Virginia","25789","2005","51","001"],
["Ada County, Idaho","344786","25318","16","001"],
["Adair County, Missouri","21087","943","29","001"],
["Adair County, Oklahoma","16198","970","40","001"],
["Adams County, Colorado","367536","26559","08","001"],
["Adams County, Illinois","51344","4366","17","001"],
["Adams County, Indiana","24626","1668","18","001"],
["Adams County, Mississippi","24471","1562","28","001"],
["Adams County, Nebraska","24037","1861","31","001"],
["Adams County, Ohio","20987","1688","39","001"],
["Adams County, Pennsylvania","81797","8258","42","001"],
["Adams County, Wisconsin","17002","1847","55","001"],
["Addison County, Vermont","30343","2057","50","001"],
["Aguada Municipio, Puerto Rico","31059","783","72","003"],
["Aguadilla Municipio, Puerto Rico","42684","1763","72","005"],
["Aguas Buenas Municipio, Puerto Rico",null,null,"72","007"],
["Aibonito Municipio, Puerto Rico",null,null,"72","009"],
["Aiken County, South Carolina","131447","12480","45","003"],
["Alachua County, Florida","218677","16543","12","001"],
["Alamance County, North Carolina","125533","8600","37","001"],
["Alameda County, California","1317468","49534","06","001"],
["Albany County, New York","252109","14217","36","001"],
["Albany County, Wyoming","32020","2378","56","001"],
["Albemarle County, Virginia","85642","6691","51","003"],
["Alcorn County, Mississippi","28526","1535","28","003"],
["Alexander County, North Carolina","29644","1954","37","003"],
["Alexandria city, Virginia","129129","11921","51","510"],
["Allegan County, Michigan","88045","4733","26","005"],
["Allegany County, Maryland","58902","5292","24","001"],
["Allegany County, New York","37348","3722","36","003"],
["Allegheny County, Pennsylvania","992087","73064","42","003"],
["Allen County, Indiana","276259","19320","18","003"],
["Allen County, Kentucky","14967","767","21","003"],
["Allen County, Ohio","79321","6427","39","003"],
["Allen Parish, Louisiana","19942","687","22","003"],
["Alpena County, Michigan","23091","2929","26","007"],
["Amador County, California","33048","3236","06","005"],
["Amherst County, Virginia","25601","2021","51","009"],
["Añasco Municipio, Puerto Rico",null,null,"72","011"],
["Anchorage Municipality, Alaska","214716","26483","02","020"],
["Anderson County, Kentucky","17782","664","21","005"],
["Anderson County, South Carolina","152998","13979","45","007"],
["Anderson County, Tennessee","59928","5865","47","001"],
["Anderson County, Texas","47585","3314","48","001"],
["Androscoggin County, Maine","84234","9236","23","001"],
["Angelina County, Texas","65368","5904","48","005"],
["Anne Arundel County, Maryland","437149","51852","24","003"],
["Anoka County, Minnesota","266823","19523","27","003"],
["Anson County, North Carolina","20299","1217","37","007"],
["Antrim County, Michigan","18951","1952","26","009"],
["Apache County, Arizona","51822","3321","04","001"],
["Aransas County, Texas","19071","2897","48","007"],
["Arapahoe County, Colorado","488292","37235","08","005"],
["Arecibo Municipio, Puerto Rico","69524","1713","72","013"],
["Arlington County, Virginia","189660","13520","51","013"],
["Armstrong County, Pennsylvania","53043","5484","42","005"],
["Aroostook County, Maine","54876","6351","23","003"],
["Ascension Parish, Louisiana","89869","5514","22","005"],
["Ashe County, North Carolina","22494","1786","37","009"],
["Ashland County, Ohio","41190","4174","39","005"],
["Ashley County, Arkansas","15159","690","05","003"],
["Ashtabula County, Ohio","76105","7483","39","007"],
["Asotin County, Washington","18353","2006","53","003"],
["Assumption Parish, Louisiana","17886","1136","22","007"],
["Atascosa County, Texas","35590","2902","48","013"],
["Athens County, Ohio","56855","3859","39","009"],
["Atlantic County, New Jersey","211671","10962","34","001"],
["Audrain County, Missouri","19758","2224","29","007"],
["Auglaize County, Ohio","34649","2627","39","011"],
["Augusta County, Virginia","60668","5170","51","015"],
["Austin County, Texas","22700","1516","48","015"],
["Autauga County, Alabama","41390","5526","01","001"],
["Avoyelles Parish, Louisiana","31193","2678","22","009"],
["Baker County, Florida","20676","1666","12","003"],
["Baldwin County, Alabama","166387","17090","01","003"],
["Baldwin County, Georgia","36304","2779","13","009"],
["Baltimore County, Maryland","651956","42819","24","005"],
["Baltimore city, Maryland","485335","27701","24","510"],
["Bandera County, Texas","19733","2645","48","019"],
["Bannock County, Idaho","63151","4820","16","005"],
["Barbour County, Alabama","20220","1432","01","005"],
["Barceloneta Municipio, Puerto Rico",null,null,"72","017"],
["Barnstable County, Massachusetts","179538","15143","25","001"],
["Barnwell County, South Carolina","16628","1716","45","011"],
["Barranquitas Municipio, Puerto Rico",null,null,"72","019"],
["Barren County, Kentucky","33197","1815","21","009"],
["Barron County, Wisconsin","35436","3392","55","005"],
["Barrow County, Georgia","58154","3670","13","013"],
["Barry County, Michigan","46763","3838","26","015"],
["Barry County, Missouri","26892","2137","29","009"],
["Bartholomew County, Indiana","62535","3765","18","005"],
["Barton County, Kansas","19783","1475","20","009"],
["Bartow County, Georgia","79498","6398","13","015"],
["Bastrop County, Texas","62627","7722","48","021"],
["Baxter County, Arkansas","34125","4487","05","005"],
["Bay County, Florida","140305","23189","12","005"],
["Bay County, Michigan","82934","8285","26","017"],
["Bayamón Municipio, Puerto Rico","146552","5474","72","021"],
["Beadle County, South Dakota","14385","900","46","005"],
["Beaufort County, North Carolina","37469","2520","37","013"],
["Beaufort County, South Carolina","145203","17080","45","013"],
["Beauregard Parish, Louisiana","27609","3281","22","011"],
["Beaver County, Pennsylvania","133580","12711","42","007"],
["Becker County, Minnesota","25516","2317","27","005"],
["Beckham County, Oklahoma","16779","853","40","009"],
["Bedford County, Pennsylvania","38716","3779","42","009"],
["Bedford County, Tennessee","36407","2613","47","003"],
["Bedford County, Virginia","62959","7150","51","019"],
["Bee County, Texas","23098","2097","48","025"],
["Belknap County, New Hampshire","49490","5545","33","001"],
["Bell County, Kentucky","22495","1569","21","013"],
["Bell County, Texas","235788","52192","48","027"],
["Belmont County, Ohio","55014","5738","39","013"],
["Beltrami County, Minnesota","34622","2431","27","007"],
["Bennington County, Vermont","28846","2447","50","003"],
["Benton County, Arkansas","195509","15147","05","007"],
["Benton County, Iowa","19640","2295","19","011"],
["Benton County, Minnesota","30006","2144","27","009"],
["Benton County, Oregon","75720","4893","41","003"],
["Benton County, Washington","144840","13324","53","005"],
["Bergen County, New Jersey","746797","27550","34","003"],
["Berkeley County, South Carolina","160359","22288","45","015"],
["Berkeley County, West Virginia","87322","7924","54","003"],
["Berks County, Pennsylvania","323644","22194","42","011"],
["Berkshire County, Massachusetts","104802","9101","25","003"],
["Bernalillo County, New Mexico","524694","47870","35","001"],
["Berrien County, Michigan","120318","10246","26","021"],
["Bertie County, North Carolina","15839","1123","37","015"],
["Bexar County, Texas","1437359","144839","48","029"],
["Bibb County, Alabama",null,null,"01","007"],
["Bibb County, Georgia","114931","9384","13","021"],
["Bingham County, Idaho","31591","1951","16","011"],
["Black Hawk County, Iowa","103795","6210","19","013"],
["Bladen County, North Carolina","26599","2336","37","017"],
["Blaine County, Idaho","17526","1573","16","013"],
["Blair County, Pennsylvania","98095","9952","42","013"],
["Blount County, Alabama","44499","4358","01","009"],
["Blount County, Tennessee","103271","11881","47","009"],
["Blue Earth County, Minnesota","54099","3725","27","013"],
["Bolivar County, Mississippi","24017","1501","28","011"],
["Bonner County, Idaho","35000","4837","16","017"],
["Bonneville County, Idaho","79230","6635","16","019"],
["Boone County, Arkansas","28257","3529","05","009"],
["Boone County, Illinois","39650","3537","17","007"],
["Boone County, Indiana","48572","3815","18","011"],
["Boone County, Iowa","20552","1684","19","015"],
["Boone County, Kentucky","96716","8882","21","015"],
["Boone County, Missouri","141986","10360","29","019"],
["Boone County, West Virginia","16463","1346","54","005"],
["Bossier Parish, Louisiana","90153","10640","22","015"],
["Botetourt County, Virginia","26643","3611","51","023"],
["Boulder County, Colorado","259578","13554","08","013"],
["Bourbon County, Kentucky","15097","1494","21","017"],
["Bowie County, Texas","71700","7406","48","037"],
["Box Elder County, Utah","36767","3029","49","003"],
["Boyd County, Kentucky","37659","3278","21","019"],
["Boyle County, Kentucky","23718","1801","21","021"],
["Bradford County, Florida","21739","2861","12","007"],
["Bradford County, Pennsylvania","47366","4988","42","015"],
["Bradley County, Tennessee","82200","5721","47","011"],
["Branch County, Michigan","33565","2560","26","023"],
["Brazoria County, Texas","266069","21516","48","039"],
["Brazos County, Texas","176162","7163","48","041"],
["Bremer County, Iowa","19487","1799","19","017"],
["Brevard County, Florida","479140","64146","12","009"],
["Bristol County, Massachusetts","444983","30442","25","005"],
["Bristol County, Rhode Island","39600","2721","44","001"],
["Bronx County, New York","1105198","23622","36","005"],
["Brooke County, West Virginia","18897","1608","54","009"],
["Brookings County, South Dakota","27352","1324","46","011"],
["Broome County, New York","155972","11480","36","007"],
["Broomfield County, Colorado","52233","4671","08","014"],
["Broward County, Florida","1522667","74196","12","011"],
["Brown County, Minnesota","19828","1765","27","015"],
["Brown County, Ohio","33655","2695","39","015"],
["Brown County, South Dakota","29883","2535","46","013"],
