["Abbeville County, South Carolina","19783","1970","45","001"],
["Acadia Parish, Louisiana","45515","2078","22","001"],
["Accomack County, Virginia","25639","2223","51","001"],
["Ada County, Idaho","357901","33109","16","001"],
["Adair County, Kentucky","15487","919","21","001"],
["Adair County, Missouri","20910","1374","29","001"],
["Adair County, Oklahoma","16213","1095","40","001"],
["Adams County, Colorado","375798","27073","08","001"],
["Adams County, Illinois","50712","4648","17","001"],
["Adams County, Indiana","24347","1264","18","001"],
["Adams County, Mississippi","24270","2176","28","001"],
["Adams County, Nebraska","24036","1987","31","001"],
["Adams County, Ohio","20773","1293","39","001"],
["Adams County, Pennsylvania","81596","6926","42","001"],
["Adams County, Wisconsin","17614","1867","55","001"],
["Addison County, Vermont","30631","2039","50","001"],
["Aguada Municipio, Puerto Rico","30283","479","72","003"],
["Aguadilla Municipio, Puerto Rico","41177","2445","72","005"],
["Aguas Buenas Municipio, Puerto Rico",null,null,"72","007"],
["Aibonito Municipio, Puerto Rico",null,null,"72","009"],
["Aiken County, South Carolina","132472","12107","45","003"],
["Alachua County, Florida","221141","15128","12","001"],
["Alamance County, North Carolina","129403","8643","37","001"],
["Alameda County, California","1323142","46332","06","001"],
["Albany County, New York","250284","14887","36","001"],
["Albany County, Wyoming","32863","2108","56","001"],
["Albemarle County, Virginia","87035","6302","51","003"],
["Alcorn County, Mississippi","28555","2145","28","003"],
["Alexander County, North Carolina","29164","1918","37","003"],
["Alexandria city, Virginia","127840","10398","51","510"],
["Allegan County, Michigan","88903","4841","26","005"],
["Allegany County, Maryland","58707","5236","24","001"],
["Allegany County, New York","37291","3577","36","003"],
["Allegheny County, Pennsylvania","989966","69624","42","003"],
["Allen County, Indiana","278883","20341","18","003"],
["Allen County, Kentucky","15447","1063","21","003"],
["Allen County, Ohio","79580","5693","39","003"],
["Allen Parish, Louisiana","19886","1032","22","003"],
["Alpena County, Michigan","23068","2825","26","007"],
["Amador County, California","33567","3689","06","005"],
["Amherst County, Virginia","25458","2591","51","009"],
["Añasco Municipio, Puerto Rico",null,null,"72","011"],
["Anchorage Municipality, Alaska","211787","29534","02","020"],
["Anderson County, Kentucky","16855","1283","21","005"],
["Anderson County, South Carolina","154943","13288","45","007"],
["Anderson County, Tennessee","60335","5728","47","001"],
["Anderson County, Texas","46953","3091","48","001"],
["Androscoggin County, Maine","85371","8022","23","001"],
["Angelina County, Texas","64991","5583","48","005"],
["Anne Arundel County, Maryland","432414","50661","24","003"],
["Anoka County, Minnesota","269161","18865","27","003"],
["Anson County, North Carolina","20855","1409","37","007"],
["Antrim County, Michigan","19128","2264","26","009"],
["Apache County, Arizona","52301","3460","04","001"],
["Aransas County, Texas","19631","1587","48","007"],
["Arapahoe County, Colorado","497198","38393","08","005"],
["Arecibo Municipio, Puerto Rico","67314","1923","72","013"],
["Arlington County, Virginia","190261","10884","51","013"],
["Armstrong County, Pennsylvania","52908","5190","42","005"],
["Aroostook County, Maine","54544","5648","23","003"],
["Ascension Parish, Louisiana","91422","6192","22","005"],
["Ashe County, North Carolina","22079","1176","37","009"],
["Ashland County, Ohio","41428","2637","39","005"],
["Ashley County, Arkansas","16237","1585","05","003"],
["Ashtabula County, Ohio","76070","5979","39","007"],
["Asotin County, Washington","17142","2204","53","003"],
["Assumption Parish, Louisiana","18005","1159","22","007"],
["Atascosa County, Texas","36029","3001","48","013"],
["Athens County, Ohio","56075","2963","39","009"],
["Atlantic County, New Jersey","208818","12416","34","001"],
["Audrain County, Missouri","19556","1221","29","007"],
["Auglaize County, Ohio","34859","2426","39","011"],
["Augusta County, Virginia","60932","5876","51","015"],
["Austin County, Texas","23267","1150","48","015"],
["Autauga County, Alabama","41762","4360","01","001"],
["Avoyelles Parish, Louisiana","30946","1972","22","009"],
["Baker County, Florida","21523","2106","12","003"],
["Baldwin County, Alabama","170469","20293","01","003"],
["Baldwin County, Georgia","36411","3025","13","009"],
["Baltimore County, Maryland","648618","40953","24","005"],
